Last Updated At 2026-01-16T18:24:18Z
DATASOURCE (255)                              KIND              HOSTNAME                                                                        PORT OVERRIDE    ROLE
sa-staging-pa-team                            Maria             sa-staging.cs7b27o2gcz7.us-east-1.rds.amazonaws.com:3306                        10206            sa-staging-pa-team
sa-staging-partnership-team                   Maria             sa-staging.cs7b27o2gcz7.us-east-1.rds.amazonaws.com:3306                        13257            sa-staging-partnership-team
sa-staging-pq-team                            Maria             sa-staging.cs7b27o2gcz7.us-east-1.rds.amazonaws.com:3306                        10218            sa-staging-pq-team
sa-staging-product-team                       Maria             sa-staging.cs7b27o2gcz7.us-east-1.rds.amazonaws.com:3306                        10210            sa-staging-product-team
sa-staging-qa-team                            Maria             sa-staging.cs7b27o2gcz7.us-east-1.rds.amazonaws.com:3306                        10212            sa-staging-qa-team
sa-staging-solutions-team                     Maria             sa-staging.cs7b27o2gcz7.us-east-1.rds.amazonaws.com:3306                        10214            sa-staging-solutions-team
sa-staging-stats-admin                        Maria             sa-staging-stats.cs7b27o2gcz7.us-east-1.rds.amazonaws.com:3306                  10254            sa-staging-stats-admin
sa-staging-stats-maintain                     Maria             sa-staging-stats.cs7b27o2gcz7.us-east-1.rds.amazonaws.com:3306                  10255            sa-staging-stats-maintain
sa-staging-ts-team                            Maria             sa-staging.cs7b27o2gcz7.us-east-1.rds.amazonaws.com:3306                        13312            sa-staging-ts-team
sa-staging-web-team                           Maria             sa-staging.cs7b27o2gcz7.us-east-1.rds.amazonaws.com:3306                        10216            sa-staging-web-team
sa-tableau-readonly (unhealthy)               Postgres          172.30.3.181:8060                                                               12200            sa-tableau-readonly
sa-web-sandbox-admin                          Maria             sa-web-sandbox.cs7b27o2gcz7.us-east-1.rds.amazonaws.com:3306                    10250            sa-web-sandbox-admin
sa-web-test-web-team (unhealthy)              Maria             sa-web-test.cs7b27o2gcz7.us-east-1.rds.amazonaws.com:3306                       10916            sa-web-test-web-team
samba-admin                                   Redshift          stackadapt-samba.cefdkgai6k4k.us-east-1.redshift.amazonaws.com:5439             16460            samba-admin
samba-bi-airflow                              Redshift          stackadapt-samba.cefdkgai6k4k.us-east-1.redshift.amazonaws.com:5439             16466            samba-bi-airflow
samba-ds-reader                               Redshift          stackadapt-samba.cefdkgai6k4k.us-east-1.redshift.amazonaws.com:5439             16463            samba-ds-reader
samba-eng-reader                              Redshift          stackadapt-samba.cefdkgai6k4k.us-east-1.redshift.amazonaws.com:5439             16462            samba-eng-reader
samba-eng-writer                              Redshift          stackadapt-samba.cefdkgai6k4k.us-east-1.redshift.amazonaws.com:5439             16461            samba-eng-writer
samba-partnerships-reader                     Redshift          stackadapt-samba.cefdkgai6k4k.us-east-1.redshift.amazonaws.com:5439             16464            samba-partnerships-reader
samba-solutions-reader                        Redshift          stackadapt-samba.cefdkgai6k4k.us-east-1.redshift.amazonaws.com:5439             16465            samba-solutions-reader
segment-measurement-reader                    Mysql             tidb-segment-measurement-tidb.use1-az6.stackadapt:5678                          20640            segment-measurement-reader
segment-measurement-writer                    Mysql             tidb-segment-measurement-tidb.use1-az6.stackadapt:5678                          20641            segment-measurement-writer
segment-sync-eu-reader                        Maria             segment-sync.cwqbhtdzopeb.eu-central-1.rds.amazonaws.com:3306                   13323            segment-sync-reader
segment-sync-eu-writer                        Maria             segment-sync.cwqbhtdzopeb.eu-central-1.rds.amazonaws.com:3306                   13324            segment-sync-writer
segment-sync-reader                           Maria             segment-sync.cs7b27o2gcz7.us-east-1.rds.amazonaws.com:3306                      13314            segment-sync-reader
segment-sync-writer                           Maria             segment-sync.cs7b27o2gcz7.us-east-1.rds.amazonaws.com:3306                      13316            segment-sync-writer
services-maintain                             Postgres          services.cs7b27o2gcz7.us-east-1.rds.amazonaws.com:5432                          20665            services-maintain
services-reader                               Postgres          services.cs7b27o2gcz7.us-east-1.rds.amazonaws.com:5432                          20666            services-reader
snowflake-pa-pa-team                          Snowflake         ASBWZPT-STACKADAPT_PA.snowflakecomputing.com:0                                  20651            snowflake-pa-pa-team
spectrum-admin                                Redshift          spectrum.cefdkgai6k4k.us-east-1.redshift.amazonaws.com:5439                     16470            spectrum-admin
spectrum-bi-reader                            Redshift          spectrum.cefdkgai6k4k.us-east-1.redshift.amazonaws.com:5439                     16471            spectrum-bi-reader
starrocks-stats-maintain (unhealthy)          Maria             starrocks-stats-fe.use1-az6.stackadapt:9030                                     20420            starrocks-stats-maintain
stats-east-backend-stats-team                 Mysql             tiproxy-stats.us-east-1.stackadapt:5678                                         11421            stats-east-backend-stats-team
stats-east-bi-team                            Mysql             tiproxy-stats.us-east-1.stackadapt:5678                                         11422            stats-east-bi-team
stats-east-dp-team                            Mysql             tiproxy-stats.us-east-1.stackadapt:5678                                         11423            stats-east-dp-team
stats-east-ds-team                            Mysql             tiproxy-stats.us-east-1.stackadapt:5678                                         11425            stats-east-ds-team
stats-east-edo-team                           Mysql             tiproxy-stats.us-east-1.stackadapt:5678                                         14349            stats-east-edo-team
stats-east-ia-team                            Mysql             tiproxy-stats.us-east-1.stackadapt:5678                                         11426            stats-east-ia-team
stats-east-inventory-team                     Mysql             tiproxy-stats.us-east-1.stackadapt:5678                                         11427            stats-east-inventory-team
stats-east-maintain                           Mysql             tiproxy-stats.us-east-1.stackadapt:5678                                         11401            stats-east-maintain
stats-east-pa-team                            Mysql             tiproxy-stats.us-east-1.stackadapt:5678                                         11428            stats-east-pa-team
stats-east-partnership-team                   Mysql             tiproxy-stats.us-east-1.stackadapt:5678                                         11429            stats-east-partnership-team
stats-east-pq-team                            Mysql             tiproxy-stats.us-east-1.stackadapt:5678                                         11430            stats-east-pq-team
stats-east-product-team                       Mysql             tiproxy-stats.us-east-1.stackadapt:5678                                         11431            stats-east-product-team
stats-east-qa-team                            Mysql             tiproxy-stats.us-east-1.stackadapt:5678                                         11432            stats-east-qa-team
stats-east-reader                             Mysql             tiproxy-stats.us-east-1.stackadapt:5678                                         11402            stats-east-reader
stats-east-root                               Mysql             tiproxy-stats.us-east-1.stackadapt:5678                                         11400            stats-east-root
stats-east-solutions-team                     Mysql             tiproxy-stats.us-east-1.stackadapt:5678                                         11433            stats-east-solutions-team
stats-east-temp-billing                       Mysql             tiproxy-stats.us-east-1.stackadapt:5678                                         11403            stats-east-temp-billing
stats-east-ts-team                            Mysql             tiproxy-stats.us-east-1.stackadapt:5678                                         11434            stats-east-ts-team
stats-east-web-team                           Mysql             tiproxy-stats.us-east-1.stackadapt:5678                                         11435            stats-east-web-team
